"","week","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York City","New York","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1",2,0.606530659712633,0.367879441171442,0.740818220681718,0.740818220681718,0.818730753077982,0.818730753077982,0.33287108369808,0.49658530379141,0.818730753077982,0.548811636094026,0.818730753077982,0.818730753077982,0.818730753077982,0.606530659712633,0.818730753077982,0.818730753077982,0.449328964117222,0.49658530379141,1,0.818730753077982,0.818730753077982,0.740818220681718,0.818730753077982,0.818730753077982,0.670320046035639,0.49658530379141,0.670320046035639,0.740818220681718,1,0.740818220681718,0.548811636094026,0.90483741803596,0.90483741803596,0.740818220681718,0.33287108369808,0.606530659712633,0.548811636094026,0.818730753077982,0.301194211912202,0.740818220681718,0.670320046035639,0.740818220681718,0.606530659712633,0.90483741803596,0.818730753077982,0.740818220681718,0.740818220681718,0.201896517994655,0.818730753077982,0.670320046035639
"2",3,0.789214183765368,0.591009601319872,0.890386839904353,0.876153503918331,0.954066036314595,0.941187181330964,0.498169971919666,0.719715463939839,0.941187181330964,0.750708154088682,0.968299372300617,0.918989596800786,0.929533911440316,0.85312762365424,0.929533911440316,0.929533911440316,0.672459124265651,0.698481821786065,1.01831563888873,0.918989596800786,0.941187181330964,0.876153503918331,0.885936265817732,0.918989596800786,0.819888665258274,0.797779515703612,0.853003570088374,0.890386839904353,1.02732372244729,0.942714738676373,0.750708154088682,0.979110996250293,0.938210687996286,0.906117108903304,0.634065295610282,0.808427177707289,0.771941796242456,0.909448706367394,0.602388423824404,0.906117108903304,0.893450206184069,0.876153503918331,0.829660819861063,0.995555371325372,0.968299372300617,0.876153503918331,0.923501744734453,0.503090729906858,0.954066036314595,0.819888665258274
"3",4,0.879932137054781,0.726344884556485,0.935436042297911,0.925940572286195,0.990949203715835,0.971384564753282,0.580254970543565,0.819974307662643,0.968510903778256,0.850966997811486,0.998496755722935,0.93730523568952,0.966417078841556,0.927401201868574,0.974583113833874,0.970296115418682,0.794915552518633,0.809284980148399,1.02383220330949,0.949186980223104,0.965910707801303,0.931176723974738,0.91613364924005,0.964038799194343,0.894162243472608,0.947348134926247,0.908026790144781,0.94541005996076,1.03284028686805,0.987763941069931,0.832793152712581,1.00930837967261,0.949319684534528,0.955904177271168,0.835961813604937,0.899145130996701,0.907277079479069,0.946331873768634,0.80428494181906,0.943000276304544,0.954260268809287,0.921202706311888,0.911745818484962,1.00912393033757,1.01334857469417,0.921202706311888,0.96855094712801,0.685774253959592,0.990949203715835,0.901973663882173
"4",5,0.920694341033147,0.800618462770819,0.949004601310112,0.94831134414236,1.00451776272804,0.982493561291525,0.635278190599972,0.869761376030507,0.976740650827276,0.900754066179349,1.01206531473514,0.946400512791216,0.981412655662033,0.9607744718289,0.994825025279678,0.98529169223916,0.862121065258383,0.876490492888149,1.02657164812826,0.960295976761346,0.975962543545937,0.953547495830903,0.936375560685854,0.982354438083078,0.927535513432934,0.980721404886573,0.948788994123147,0.9701335864311,1.03557973168682,1.00275951789041,0.873555356690947,1.02158571957568,0.953836265477141,0.980627703741508,0.92667976689435,0.944194333390259,0.981550657693403,0.958609213671703,0.886369940442958,0.955277616207613,0.991143436210527,0.939518345200623,0.939069540932255,1.01522067690309,1.01608801951294,0.945926232782228,0.980828287031079,0.835342873182227,1.0032265436189,0.935346933842499
"5",6,0.940936252478951,0.861428525396037,0.956451184381036,0.960588684045429,1.01061450929355,0.98923150829061,0.725996143889385,0.899958759452826,0.98082742226574,0.928077788626642,1.01658189567775,0.950917093733828,0.988150602661119,0.979090110717634,1.00710236518275,0.99352143928818,0.902883269236749,0.917252696866515,1.02807508732124,0.965812541182107,0.980954137452847,0.967116054843104,0.946427396430488,0.992406273827711,0.9499062852891,0.987459351885658,0.963784570943625,0.982410926334168,1.03649161365238,1.01098926493943,0.900879079138239,1.02710228399644,0.956079133196626,0.987365650740593,0.96356293429559,0.966565105246425,1.01174804111572,0.966055796742627,0.919743210403285,0.962015563206698,1.0034207761136,0.950627341738865,0.952638099944456,1.01645158880576,1.0160941637253,0.959494791794429,0.984526150747562,0.902548385921977,1.00996449061799,0.951919609244261
"6",7,0.955931829299429,0.883799297252202,0.9605379558195,0.968035267116353,1.01470128073202,0.991710260467276,0.808081142513283,0.916531434854587,0.982330861458718,0.946393427515376,1.01960945042312,0.953395845910495,0.992237374099583,0.994085687538112,1.01319911174826,0.998038020230792,0.925254041092915,0.947450080288833,1.02808876151731,0.97032912212472,0.982983568089143,0.97321280140862,0.955522673532184,0.998503020393227,0.970148196734904,0.991975932828271,0.97123115401455,0.990640673383188,1.03731671857564,1.01550584588204,0.919194718026974,1.03080014771292,0.9573100450993,0.989027208013767,0.97713149330779,0.978842445149493,1.02531660012792,0.970142568181091,0.949940593825603,0.970245310255718,1.01015872311268,0.958073924809789,0.96008468301538,1.01768250070844,1.01775572099847,0.967724538843449,0.987004902924228,0.924919157778143,1.01331045607546,0.955265574701732
"7",8,0.964161576348449,0.900371972653964,0.962780823538986,0.971733130832836,1.01744072555078,0.993739691103572,0.853130344906841,0.925626711956283,0.983444636606563,0.961389004335854,1.02208820259979,0.954307727876049,0.994480241819069,1.00318096463981,1.01871567616902,1.00077746504956,0.940249617913393,0.967691991734638,1.02808876491557,0.973356676870096,0.984645125362317,0.976910665125103,0.958262118350952,1.00258979183169,0.985143773555382,0.996492513770884,0.977969101013635,0.996737419948704,1.03731747097394,1.01885181133951,0.935767393428735,1.03353959253169,0.958670413136848,0.990140983161612,0.983228239873306,0.991119785052562,1.03276318319885,0.973488533638562,0.962217933728671,0.978475057304738,1.01138963501535,0.962590505752402,0.964171454453844,1.01891341261111,1.01776401481763,0.975171121914373,0.989247770643714,0.934970993522776,1.01533988671176,0.956927131974906
"8",9,0.970258322913965,0.912649312557032,0.964810254175282,0.9758199022713,1.01910228282396,0.994853466251417,0.873372256352646,0.936735708494525,0.984452422035611,0.972498000874096,1.02456695477646,0.954369011371102,0.996141799092243,1.00869752906057,1.02206164162649,1.00351690986833,0.952526957816461,0.981260550746839,1.02809061551677,0.975386107506391,0.98630668263549,0.980997436563567,0.962778699293565,1.00667656327015,0.997421113458451,0.998735381490369,0.979329469051183,1.00082419138717,1.03867783901149,1.02133056351618,0.944862670530431,1.03537589730872,0.959901325039521,0.990550718140592,0.985967684692075,0.999349532101582,1.03610914865632,0.976834499096034,0.967209527635582,0.985921640375663,1.01473560047283,0.96532995057117,0.967869318170327,1.02027378064866,1.0177677414708,0.980687686335134,0.99127720128001,0.939487574465389,1.01758275443124,0.960624995691389
"9",10,0.975774887334725,0.929221987958793,0.965924029323126,0.977481459544474,1.02060572201694,0.995600052059794,0.888367833173123,0.944965455543545,0.985127960810805,0.979944583945021,1.02659638541275,0.954371509421428,0.997372710994916,1.01239539277705,1.02575950534298,1.004747821771,0.961622234918157,0.992369547285081,1.02846135905723,0.975795842485371,0.987218564601045,0.985989030470477,0.966476563010048,1.00870599390645,1.00747294920308,1.00039693876354,0.980337254480231,1.00330294356383,1.0386982385149,1.02283400270916,0.952309253601355,1.03660680921139,0.96090911046857,0.990591797695817,0.987328052729622,1.00608747910067,1.03734006055899,0.981826093002944,0.969452395355067,0.993368223446587,1.01476923356801,0.967359381207466,0.970608762989095,1.0216341486862,1.01837899423193,0.984033651792605,0.992102306203276,0.944004155408002,1.01813583880139,0.960775728766484
"10",11,0.978802442080101,0.936668571029718,0.967284397360674,0.978595234692319,1.02171949716478,0.996425156983059,0.895105780172209,0.949482036486158,0.985953065734071,0.985461148365781,1.02809982460573,0.954373769750835,0.997743454535375,1.01423169755408,1.02849895016175,1.00625126096398,0.967138799338918,0.999816130356005,1.0286454648509,0.976620947408637,0.988722003794023,0.989334995927948,0.967836931047596,1.01118474608312,1.01298951362384,1.00095002313369,0.981083840288608,1.00480638275681,1.03906898205536,1.02406491461183,0.956396025039819,1.03743191413466,0.962140022371243,0.990592413707443,0.988239934695177,1.00882692391944,1.03857097246166,0.986817686909854,0.974443989261978,0.996107668265355,1.01627267276099,0.96827126317302,0.972638193625391,1.0223096874614,1.0183801166783,0.986063082428901,0.993462674240823,0.945507594600979,1.01868892317154,0.960785858860083
"11",12,0.98154188689887,0.944115154100642,0.968398172508519,0.979955602729866,1.02254460208805,0.996699810553032,0.90062234459297,0.95399861742877,0.986405892916958,0.990977712786542,1.02871107736686,0.954376267801161,0.998196281718262,1.01626112819038,1.03074181788123,1.00748217286665,0.97165538028153,1.00655407735509,1.02865049530651,0.977734722556482,0.989835778941867,0.99268096138542,0.968448183808725,1.01268818527609,1.01850607804461,1.00156127589482,0.981098952612428,1.00541763551794,1.03943972559582,1.02542528264938,0.960482796478283,1.03804316689579,0.96288660817962,0.990609115408233,0.988986520503554,1.01185447866481,1.03931755827004,0.990163652367325,0.976922741438644,0.997611107458333,1.01668240773997,0.969502175075694,0.973751968773236,1.02232814569539,1.01841374977348,0.987070867857949,0.994576449388668,0.947537025237275,1.01930017593267,0.96079088931569
"12",13,0.984281331717638,0.949631718521403,0.968951256878667,0.980180470054045,1.02336970701131,0.997311063314161,0.906719091158485,0.954023533438502,0.986815627895938,0.994675576503025,1.02876652896629,0.954401183810893,0.999108163683817,1.01776456738335,1.03240337515441,1.0084899582957,0.974394825100299,1.00990004281256,1.02906023028549,0.978559827479748,0.990206522482327,0.994710392021716,0.968751722946804,1.01336372405129,1.02220394176109,1.00156150251283,0.982602391805405,1.00624274044121,1.0398494605748,1.02633716461493,0.964180660194766,1.03811801872568,0.964548165452794,0.991434220331499,0.98943934768644,1.01459392348358,1.04014266319331,0.992642404543992,0.980620605155127,0.998842019361006,1.01769019316902,0.970862543113242,0.974759754202284,1.02234484739618,1.01841450217178,0.987682120619079,0.995187702149798,0.949198582510449,1.02041395108051,0.960882313547168
"13",14,0.985512243620311,0.951874586240888,0.969504341248815,0.980230644736102,1.02387015844475,0.997864147684309,0.910416954874968,0.955254445341175,0.98715109052384,0.998021541960496,1.02977431439534,0.954483907876449,0.999478907224276,1.01942612465653,1.03376374319195,1.00949774372475,0.976873577276965,1.01237879498923,1.02906031365359,0.978784694803927,0.991437434385,0.996070760059263,0.968779259396154,1.01427560601684,1.02494338657986,1.00206195394627,0.982605152577978,1.00674319187465,1.04009797740191,1.02734495004398,0.969697224615527,1.03852775370466,0.966384470229823,0.991439779844741,0.989714001256413,1.01550580544913,1.04055239817229,0.99365018997304,0.982282162428301,1.00020238739855,1.01860207513457,0.971538081888436,0.97558485912555,1.02234987785179,1.01932638413734,0.988293373380209,0.996301477297643,0.951228013146745,1.02102520384164,0.960950042283659
"14",15,0.987173800893485,0.958612533239974,0.969875084789274,0.981591012773649,1.0244232428149,0.997975813492799,0.913444509620344,0.960771009761936,0.987399607350948,1.00104909670587,1.03225306657201,0.954545191371502,0.999629640299371,1.0201727104649,1.03398861051613,1.00956547246124,0.978377016469943,1.01462166270871,1.02906404030677,0.979285146237367,0.991808177925459,0.997184535207108,0.968880298797991,1.01439901582093,1.02697281721615,1.00247168892525,0.982608203703536,1.00748977768302,1.04010073817448,1.02789803441413,0.971726655251822,1.03861917793614,0.967392255658871,0.991445339357983,0.9898805870674,1.01734211022616,1.04060784977172,0.993924843543012,0.98411846720533,1.00050592653663,1.02084494285406,0.972149334649565,0.976331444933927,1.02234990057225,1.01939411287383,0.989407148528053,0.996549994124751,0.952731452339722,1.02147803102453,0.961696628092036
"15",16,0.989416668612971,0.962310396956457,0.970078553158285,0.981961756314109,1.02483297779388,0.998385548471779,0.916183954439112,0.96144654853713,0.987624474675127,1.00240946474342,1.03229846650177,0.954586270926728,0.999878157126479,1.02091929627328,1.03435935405659,1.01011855683139,0.980855768646609,1.0168645304282,1.02947377528575,0.979300258561187,0.992361262295607,0.999427402926594,0.968893972994057,1.01476975936139,1.02863437448933,1.00247230493688,0.982882857273508,1.007899512662,1.04011743987527,1.02826877795459,0.973756085888118,1.03862143826554,0.968003508420001,0.991445645260303,0.99029032204638,1.01900366749934,1.04121910253285,0.99410894933668,0.984179750700383,1.00141780850219,1.0219587180019,0.972760587410695,0.977006983709121,1.02235058137039,1.01939412123222,0.99015373433643,0.997225532899944,0.953845227487567,1.02172654785164,0.961719173029949
"16",17,0.990328550578526,0.96600826067294,0.970382092296363,0.982085166118195,1.02496936672036,0.998938632841927,0.920700535381725,0.964185993355898,0.987928013813206,1.00364037664609,1.03341224164961,0.954889810064807,1.00002889020157,1.02119394984325,1.0346078708837,1.01134946873406,0.982216136684157,1.01852608770137,1.02988351026473,0.979450991636283,0.992914346665755,1.00277336838407,0.96890011720641,1.01495386515506,1.03047067926636,1.00280776756478,0.983253600813967,1.00802292246609,1.04011881083436,1.02894431672978,0.976495530706887,1.03862555685425,0.968456335602888,0.991446018890241,0.990474427840048,1.02103309813563,1.04167192971574,0.99451868431566,0.984589485679363,1.00197089287234,1.02241154518479,0.973507173219072,0.977560068079269,1.02236071146398,1.01939413046967,0.990357202705441,0.997972118708321,0.954456480248696,1.02217937503452,0.961820212431786
"17",18,0.991153655501792,0.967122035820785,0.9704831316982,0.982140617717627,1.02517283508937,0.999439084275367,0.939016174270459,0.966428861075384,0.987978188495262,1.00446548156936,1.03341903205442,0.954945261664239,1.00014055601006,1.02169440127669,1.03485638771081,1.01153357452773,0.983719575877134,1.02018764497455,1.02990842627446,0.979574401440369,0.992964521347811,1.00413373642161,0.96892765365576,1.01497641009297,1.0310237636365,1.00281188615349,0.983272059047963,1.00804138070009,1.04011972981571,1.02935405170876,0.978157087980061,1.03862557741257,0.968531187432775,0.991446064643629,0.990565852071526,1.02177968394401,1.042497034639,0.995129937076789,0.984595045192605,1.00247134430578,1.02242391810905,0.974253759027448,0.978060519512709,1.02241616306342,1.01939968998291,0.990660741843519,0.999203030610995,0.956292785025725,1.02263220221741,0.962004318225454
"18",19,0.991978760425057,0.968235810968629,0.97085387523866,0.982252283526117,1.02558257006835,0.99977454690327,0.95258473328266,0.966540526883874,0.988028363177318,1.00569639347203,1.03387185923731,0.955248800802318,1.00020828474656,1.02230565403782,1.03502297352179,1.01194330950671,0.984090319417594,1.0210995269401,1.02992210047052,0.98007485287381,0.993047245413368,1.00463418785505,0.969051063459846,1.01538614507195,1.0316993024117,1.00282699847731,0.983309229366647,1.00807855101877,1.04012056134443,1.02996530446989,0.979818645253234,1.03873724322106,0.968756054756954,0.991446402717977,0.990702240998008,1.02218941892299,1.04305011900915,0.995404590646762,0.984645219874661,1.00292417148866,1.02279466164951,0.974336483093005,0.978309036339817,1.02243656256683,1.01939987552205,0.99086421021253,1.00123246124729,0.958129089802754,1.02300294575787,0.962005333856924
"19",20,0.992654299200251,0.969466722871303,0.970909326838092,0.982455751895128,1.02595331360881,0.999835830398323,0.959322680281746,0.96659070156593,0.988069442732543,1.00660827543759,1.03414651280728,0.955316529538808,1.00025845942861,1.02291690679895,1.03543270850077,1.01249639387686,0.98483690522597,1.02260296613308,1.02992293199924,0.980097397811723,0.993114974149858,1.0057479630029,0.969071462963258,1.01541657755496,1.03231055517283,1.00284545671131,0.983310469861727,1.00812872570083,1.04013726304522,1.0301687728389,0.980826430682283,1.03914697820004,0.968980922081133,0.99146894765589,0.990763524493061,1.02252488155089,1.04320085208424,0.995505630048599,0.984645724222323,1.00333390646764,1.02354124745789,0.974671945720907,0.978583689909789,1.02304781532796,1.01940816934121,0.991138863782502,1.00246337314996,0.959489457840302,1.02301414124271,0.962106373258762
"20",21,0.992790688126733,0.96959013267539,0.971060059913187,0.982465881988727,1.02622796717878,0.999850942722143,0.962350235027121,0.966603074490192,0.9881196174146,1.00701801041657,1.03416321450807,0.95532890246307,1.00026348988422,1.02306763987405,1.03570736207075,1.01249865420626,0.9854481579871,1.02327850490827,1.02992368439754,0.980111072007789,0.993189825979746,1.00877551774827,0.969162887194736,1.01546675223701,1.03247714098381,1.00287299316066,0.983314588450434,1.00829531151181,1.04013735518123,1.03091535864728,0.980871830612045,1.03915152994451,0.969229438908241,0.991481320580152,0.990947630286728,1.02307796592104,1.04326858082074,0.995606669450436,0.985759499370168,1.00347029539412,1.02404169889133,0.975042689261366,0.978684729311626,1.02305154198113,1.01944533965989,0.991163779792234,1.00328847807323,0.960497243269351,1.0231807270537,0.962107613753842
"21",22,0.992974793920401,0.970821044578063,0.971161099315024,0.982669350357737,1.02641207297245,1.0002216862626,0.964593102746607,0.966625619428105,0.988303723208267,1.00769354919176,1.03461604169096,0.955340097947913,1.00030456943944,1.02337117901213,1.03579878630222,1.01295148138915,0.985818901527559,1.02450941681095,1.02994622933545,0.980185923837676,0.993290865381583,1.00952210355665,0.969274553003226,1.01549428868636,1.03272565781092,1.00289553809857,0.98331708650076,1.00832022752155,1.04050809872169,1.03166194445566,0.982708135389074,1.03935499831352,0.969274838838003,0.991481412716161,0.991030354352285,1.02330283324522,1.04363932436119,0.995718335258926,0.986990411272841,1.00349521140386,1.02405086497906,0.975413432801826,0.978909596635805,1.02305195490607,1.01945901385596,0.99118223802623,1.00359201721131,0.962975995446017,1.02321436014888,0.962219279562332
"22",23,0.993223310747509,0.971374128948211,0.97131183239012,0.982677644176898,1.02659617876612,1.00031311049408,0.96910968368922,0.966809725221773,0.988386447273824,1.00860543115732,1.03461615422613,0.955355210271733,1.00037229817593,1.02387163044557,1.03598289209589,1.01296385431341,0.986271728710446,1.02525600261932,1.02994624616718,0.980223094156361,0.993311264884994,1.00985756618455,0.969324727685282,1.01553968861613,1.03322610924436,1.00289563023458,0.983992625275954,1.00837567912098,1.04096092590458,1.0321623958891,0.983261219759222,1.03943772237907,0.96939824864209,0.991484784731395,0.991131393754122,1.0237125682242,1.04373074859267,0.995809759490404,0.98700054136644,1.00379875054194,1.02410103966112,0.975549821728308,0.979093702429473,1.02306432783033,1.01945912639113,0.991517700654132,1.00377612300498,0.965454747622683,1.02328208888538,0.962244195572063
"23",24,0.993346720551595,0.971392587182207,0.971394556455676,0.98295229774687,1.02670784457461,1.00034354297709,0.971352551408706,0.967013193590784,0.988423617592508,1.00897617469777,1.03516923859628,0.955405384953789,1.00038899987673,1.02428136542455,1.03605774392578,1.01298425381682,0.986395138514532,1.02575645405276,1.02994829139781,0.980359483082843,0.993321394978593,1.01022830972501,0.969374902367338,1.01557332171131,1.03359685278482,1.00294580491663,0.98399290206782,1.00838805204524,1.04096277650577,1.03253313942955,0.984492131661896,1.0394788019343,0.969534637568572,0.991495980216237,0.991151793257533,1.02378029696069,1.04382217282415,0.995901183721882,0.987000643192477,1.00391041635043,1.02411949789512,0.975574737738039,0.97916855425936,1.02306769984557,1.01948167132904,0.991573152253564,1.00392685608007,0.965658215991694,1.02330700489511,0.962299647171495
"24",25,0.993550188920606,0.971667240752179,0.971401346860484,0.983002472428926,1.02676329617404,1.00046695278118,0.971905635778853,0.967031651824779,0.988484901087561,1.00931163732568,1.03521941327834,0.955415515047388,1.00039205100228,1.02433681702398,1.03609882348101,1.01308529321866,0.98656172432552,1.02581773754782,1.02995745748555,0.980450907314321,0.993382678473646,1.01037904280011,0.969390014691158,1.01618457447244,1.03387150635479,1.00294992350534,0.983993275697758,1.00859152041425,1.04096833601902,1.03290388297001,0.985238717470272,1.03947981756577,0.969571807887256,0.991497495360349,0.991161923351132,1.0237878015186,1.04400627861782,0.995901936120181,0.987001259204103,1.00411388471944,1.02427023097021,0.975711126664521,0.979209633814586,1.02308281216939,1.0194818763815,0.991655876319121,1.00429759962053,0.966404801800071,1.02344339382159,0.962349821853551
"25",26,0.993661854729096,0.971742092582067,0.97148407092604,0.983077324258814,1.02683102491053,1.00047932570544,0.972241098406756,0.967035378477951,0.988585940489398,1.00986472169582,1.03535580220482,0.955443051496737,1.00041050923628,1.02456168434816,1.03634734030811,1.01345603675912,0.986897186953422,1.0261212766859,1.02996021825812,0.980463280238583,0.993410214922996,1.010831869983,0.969406716391948,1.01648811361052,1.03393278984985,1.00298709382402,0.983994646656844,1.00863259996948,1.04097288776348,1.03351513573114,0.986063822393538,1.0394823156161,0.969738393698244,0.991499993410675,0.991195556446318,1.02387052558416,1.0444160135968,0.995939106438866,0.987062542699156,1.00413234295343,1.0249457697454,0.976120861643501,0.979259808496642,1.02308349296752,1.02059565152935,0.991676275822532,1.00466834316099,0.967765169837619,1.02344524442279,0.962350007392688
